mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist
4ef7a9e2-2cf5-483a-8616-ef7791a98026,Bryan Ferry,Bryan Ferry,United Kingdom,United Kingdom,rock; pop; 70s; 80s; 90s; british; uk; glam rock; art rock; pop rock; english; 00s; classic pop and rock; male vocalists; standards; sophisti-pop; art pop,glam rock; 80s; new wave; rock; pop; british; singer-songwriter; seen live; new romantic; classic rock; male vocalists; art rock; 70s; bryan ferry; romantic; jazz; glam; Progressive rock; Roxy Music; UK; alternative; 90s; Sophisti-Pop; pop rock; english; 00s; Pop-Rock; elegant; easy listening; england; soul; soft rock; 80's; sensual; Roxy Music Legacy; sexy; blues; oldies; male vocalist; rock n roll; art pop; alternative rock; folk; male vocal; synthpop; Adult Alternative; music; tyne and wear; glamour; chillout; male; ambient; Love; college rock; eighties; melancholy; cool; relax; 10s; 80s Pop; Pop/Rock,517049,6185394,FALSE
113e0972-077f-423b-9b5f-3cc8a5bafa0f,Pink Martini,Pink Martini,United States,Cuba; France; United States,jazz; easy listening soundtracks and musicals,jazz; lounge; chillout; latin; easy listening; french; world; female vocalists; pink martini; seen live; Bossa Nova; electronic; downtempo; latin jazz; american; jazzy; swing; portland; pop; vocal jazz; Mellow; chanson francaise; USA; chill; acid jazz; ambient; Fusion; female vocalist; oregon; cabaret; francais; cuban; nu jazz; alternative; Love; samba; World Music; 00s; soul; Retro; Big Band; world fusion; salsa; multilingual; Classical; 90s; relaxing; eclectic; Female Voices; vintage,516367,8898253,FALSE
c4caa34e-57b5-432b-ad9d-7e6543944d96,Secondhand Serenade,Secondhand Serenade,United States,United States,,acoustic; alternative; emo; rock; indie; singer-songwriter; Secondhand Serenade; alternative rock; seen live; Acoustic Rock; acoustic emo; american; indie rock; male vocalists; pop; emotional; chill; pop rock; amazing; Love; beautiful; piano rock; not emo; romantic; Awesome; 00s; emocore; lovely; FUCKING AWESOME; fall for you,515902,11958128,FALSE
b755836a-0cb6-4577-a678-55a5a6402d70,Chiodos,Chiodos,United States,United States,post-hardcore,post-hardcore; screamo; hardcore; emo; seen live; post hardcore; experimental; emocore; rock; Chiodos; indie; alternative; metalcore; american; metal; alternative rock; punk; Progressive; melodic hardcore; amazing; Awesome; favorites; Michigan; electronic; indie rock; pop punk; Love; not screamo,515877,18079733,FALSE
73faa89a-ee00-4e40-b68e-80e4891dbc45,Ten Years After,Ten Years After,United Kingdom,,rock; progressive rock; hard rock; psychedelic rock; blues rock; jam band; classic rock; acid rock; british blues,blues rock; classic rock; rock; blues; hard rock,515540,4902906,FALSE
1aded574-9e16-4648-861a-24fd6f1c309e,DevilDriver,DevilDriver,United States,United States,hardcore; heavy metal; thrash metal; groove metal,metalcore; groove metal; metal; death metal; thrash metal; seen live; Melodic Death Metal; heavy metal; american; hardcore; Nu Metal; deathcore; trash metal; USA; speed metal; rock; Devildriver; thrash; black metal; modern metal; new wave of american heavy metal; Nu-metal; NWOAHM; not metalcore,515264,20835161,FALSE
81be1ffb-da44-4449-abdb-40d5b34192f9,Sea Wolf,Sea Wolf,United States,United States,rock and indie; secret machines,indie; singer-songwriter; indie pop; alternative; seen live; California; indie rock; folk; indie folk; american; acoustic; los angeles; rock; alternative rock; Mellow; male vocalists; pop; USA; folk rock; chill; 00s; daytrotter; Soundtrack; alternative pop; twilight; sea wolf; Love; chamber pop; Awesome; melancholic; LA; All,515235,6920486,FALSE
467f69b6-8d6d-4d2c-bfad-e89adf2806ff,George Benson,George Benson,United States,United States,jazz; american; rnb; jazz-funk; jazz pop; soul jazz; smooth jazz; hip hop rnb and dance hall; smooth soul,jazz; Smooth Jazz; soul; guitar; funk; jazz guitar; Fusion; contemporary jazz; George Benson; seen live; pop; 70s; rnb; vocal jazz; american; male vocalists; jazz fusion; jazz funk; instrumental; 80s; Hard Bop; Disco; rhythm and blues; guitar virtuoso; acid jazz; soul-jazz; USA; soul jazz; smooth; crossover jazz; quiet storm; pittsburgh; Benson; 60s; blues; Pennsylvania; guitar jazz; chillout; vocal; jazz vocal; rock; jazz-funk; groove; funky; male vocalist,514527,5472711,FALSE
77f049ad-f469-4ad1-8283-7a2606a6722e,Embrace,Embrace,United Kingdom,United Kingdom; United States,british; uk; english; rock and indie,britpop; indie; emo; post-hardcore; rock; alternative; british; indie rock; seen live; hardcore; punk; emocore; alternative rock; hardcore punk; dischord; pop; embrace; punk rock; Emotional Hardcore; revolution summer; ian mackaye; DC hardcore; Straight Edge; post hardcore; brit pop; 90s; indie pop; UK; post-punk; DC; real emo; american; english; england; brit rock; piano rock; melodic hardcore; washington dc; 80s; USA; post-Britpop; trance; soft rock; melancholy; 00s; dischord records; electronic; pop rock; Post punk; Mellow; male vocalists; post-grunge; Favourites; metalcore; favorites; piano; acoustic; Bittersweet; favourite artists; Brit; Britrock; Post-punk revival; oldsound-emo-hardcore,514506,5874237,TRUE
9d1ad8e3-8740-429a-bdc5-52f96a9c4431,Embrace,Embrace,United States,United Kingdom; United States,,britpop; indie; emo; post-hardcore; rock; alternative; british; indie rock; seen live; hardcore; punk; emocore; alternative rock; hardcore punk; dischord; pop; embrace; punk rock; Emotional Hardcore; revolution summer; ian mackaye; DC hardcore; Straight Edge; post hardcore; brit pop; 90s; indie pop; UK; post-punk; DC; real emo; american; english; england; brit rock; piano rock; melodic hardcore; washington dc; 80s; USA; post-Britpop; trance; soft rock; melancholy; 00s; dischord records; electronic; pop rock; Post punk; Mellow; male vocalists; post-grunge; Favourites; metalcore; favorites; piano; acoustic; Bittersweet; favourite artists; Brit; Britrock; Post-punk revival; oldsound-emo-hardcore,514506,5874237,TRUE
9f4a1197-354b-4f37-90e4-7360b122937d,Embrace,Embrace,,United Kingdom; United States,,britpop; indie; emo; post-hardcore; rock; alternative; british; indie rock; seen live; hardcore; punk; emocore; alternative rock; hardcore punk; dischord; pop; embrace; punk rock; Emotional Hardcore; revolution summer; ian mackaye; DC hardcore; Straight Edge; post hardcore; brit pop; 90s; indie pop; UK; post-punk; DC; real emo; american; english; england; brit rock; piano rock; melodic hardcore; washington dc; 80s; USA; post-Britpop; trance; soft rock; melancholy; 00s; dischord records; electronic; pop rock; Post punk; Mellow; male vocalists; post-grunge; Favourites; metalcore; favorites; piano; acoustic; Bittersweet; favourite artists; Brit; Britrock; Post-punk revival; oldsound-emo-hardcore,514506,5874237,TRUE
5e496316-c700-4934-ac1c-ba6bf43beb8f,Embrace,Embrace,,United Kingdom; United States,,britpop; indie; emo; post-hardcore; rock; alternative; british; indie rock; seen live; hardcore; punk; emocore; alternative rock; hardcore punk; dischord; pop; embrace; punk rock; Emotional Hardcore; revolution summer; ian mackaye; DC hardcore; Straight Edge; post hardcore; brit pop; 90s; indie pop; UK; post-punk; DC; real emo; american; english; england; brit rock; piano rock; melodic hardcore; washington dc; 80s; USA; post-Britpop; trance; soft rock; melancholy; 00s; dischord records; electronic; pop rock; Post punk; Mellow; male vocalists; post-grunge; Favourites; metalcore; favorites; piano; acoustic; Bittersweet; favourite artists; Brit; Britrock; Post-punk revival; oldsound-emo-hardcore,514506,5874237,TRUE
1079b087-a5b3-4a07-abbc-88043ceda334,Alesana,Alesana,United States,United States,emo; screamo,post-hardcore; screamo; emocore; emo; hardcore; seen live; post hardcore; metalcore; rock; Alesana; american; alternative; not screamo; gaycore; metal; punk; melodic hardcore; male vocalists; mall emo; alternative rock; grindcore; experimental; gay; Fashioncore; sweetcore,514390,18955688,FALSE
a749130e-c2d8-4a7c-b740-908ea4574961,Hot Chocolate,Hot Chocolate,United Kingdom,Canada; United Kingdom,pop; british; uk; funk; soul; disco; english; classic pop and rock; pop soul; r&b; rhythm & blues,Disco; funk; 70s; soul; pop; 80s; british; dance; oldies; rnb; hot chocolate; male vocalists; rock; funky; classic rock; UK; happy; easy listening; you sexy thing; seen live; jazz; 60s; alternative; singer-songwriter; Love; london; 90s; hot; english; Soundtrack; metal; sexy; female vocalists; acoustic; groove; england; jecks; disco music; one-hit wonder; Hip-Hop; electronic; indie; male; hip hop; country; alternative rock; reggae; rap; hard rock; Progressive rock; motown; soft rock; acid jazz; Canadian; Soundtracks; groovy; Pop-Rock; chillin; All; discotheque; golden oldies; boybands; old fashioned; black music; 70s disco; AFRICOSMIC; emma; 70s-80s rock; LoveDis; instrumental; power; male vocalist; new romantic; gorillaz; greatest hits; gute laune; seventies; lazy eye; boys with guitars; man beating a goat; one hit wonder; British Music; midtempo; disco rock; cheesey goodness; r-n-b; disco-funk; Preferidas; sonnendeck; the best music you will ever hear; getthatgroove; Beachparty; new track since fall 05; Crunk Beatz; dr small jukebox; intergration; Daxys,514314,2755705,FALSE
5c6acb91-4b9b-4245-b92f-e817295c4ed0,Quiet Riot,Quiet Riot,United States,United States,rock; heavy metal; hard rock; glam rock; glam metal,heavy metal; hard rock; hair metal; rock; metal; Glam Metal; 80s; classic rock; glam rock; american; Quiet Riot; seen live; USA; 70s; 80s metal; glam; male vocalists; California; 80s rock; los angeles; 80's; classic metal; alternative; 90s; Rock and Roll; rock n roll; Traditional Metal; randy rhoads; hard n heavy,514243,4257720,FALSE
3fb55c03-3ad9-4341-8d0b-7c4c49aefca0,The Platters,The Platters,United States,,pop; easy listening soundtracks and musicals; pop soul; traditional pop; doo-wop; rhythm & blues; vocal group,oldies; soul; 60s; rhythm and blues; doo wop,513333,3394931,FALSE
163218c2-9e0f-4d2d-aecb-ebbdef6aab70,Robin Schulz,Robin Schulz,Germany,Germany,house; dance-pop,electronic; dance; minimal; electro; german; House; seen live; deep house; germany; dj; tropical house; Robin Schulz; BPitch Control; All; trance; electronica; electropop; pop; techno; electro house; minimal house; Radio; Progressive House; 2007; male vocalists; 00s; chillwave; 2010s; electro swing; EDM; 2015; Chill House; dream house; the best; Robin; schulz; listened but not scrobbled; osnabruck; Kygo; lausbuben komplizen; Klingande; post-nerdcore; felix jaehn; elektro-techno-minimal-schranz; matoma; lost frequencies,513141,7679277,FALSE
8560d4e8-05e2-4c20-980b-ad2db445dd5d,Fitz and The Tantrums,Fitz and the Tantrums,United States,United States,indie; indie pop; pop rock; blue-eyed soul; pop soul,soul; pop; seen live; indie; funk; blue eyed soul; indie pop; american; Blue-Eyed Soul; alternative; singer-songwriter; indie rock; USA; los angeles; Neo-Soul; California; Neo Soul; rock; pop rock; northern soul; funky; alternative rock; r&b; rhythm and blues; marvin gaye; All; luisterpaal; fitz and the tantrums,512663,7418006,FALSE
c8eec78b-f3c5-4d59-a010-e709f7be4508,Feed Me,Feed Me,United Kingdom,United Kingdom,,dubstep; electronic; electro; House; breakbeat; electro house; seen live; breaks; Brostep; dance; british; Progressive House; electronica; Drum and bass; complextro; drum'n'bass; glam; spor; english; Skrillex; moombahton; feed me,512098,6510276,FALSE
02708fd6-0fe6-4738-a27d-0561ace8b4c6,Black Star,Black Star,United States,United States,hardcore; rap; hip-hop; hip hop,Hip-Hop; rap; hip hop; underground hip-hop; alternative rap; new york; seen live; underground rap; mos def; east coast rap; talib kweli; hiphop; underground; East Coast; alternative hip-hop; american; underground hip hop; Conscious Rap; black star; Brooklyn; Conscious Hip Hop; rawkus; Real hip-hop; native tongues; alternative; 90s; political; conscious hip-hop; indie; political rap; east coast hip-hop; NYC; conscious; jazz; soul; experimental; urban,512039,6363123,FALSE
fc4568b6-cbe3-4a3d-8409-28510c19e3e2,KRS‐One,KRS-One,United States,United States,hip hop; hip hop rnb and dance hall; conscious rap,Hip-Hop; rap; hip hop; underground hip-hop; hiphop; new york; seen live; old school; east coast rap; political; political rap; underground rap; East Coast; Old School Hip Hop; underground hip hop; krs-one; american; underground; hardcore rap; bronx; old school rap; Real hip-hop; conscious hip-hop; east coast hip-hop; Conscious Rap; old school hip-hop; boom bap; Conscious Hip Hop; Brooklyn; 90s; Intelligent Rap; electronic; NYC; east coast hip hop; Boogie Down Production; soul; classic; 80s; USA; old skool; Gangsta Rap; legend; conscious; bdp; golden age; classic hip-hop,511883,5629723,FALSE
a7bdc71f-697a-45d9-92b2-a01fbbe50272,Ani DiFranco,Ani DiFranco,United States,United States,folk; american; urban folk,folk; singer-songwriter; female vocalists; indie; alternative; seen live; acoustic; rock; female; folk rock; political; female vocalist; indie rock; american; ani difranco; feminist; alternative rock; anti-folk; guitar; new york; USA; queer; Great Lyricists; Buffalo; Alternative Folk; favorites; folk-rock; urban folk; indie folk; pop; 90s; girls with guitars; ani; punk; female artists; indie pop; independent; feminism; Favorite; righteous babe; chillout; electronic; Love; Mellow; lesbian; female vocals; singer songwriter; chick rock; electronica; trip-hop; poetry; beautiful; Acoustic Rock; Female Voices; female singer-songwriter; jazz; songwriter; amazing; great lyrics; 00s,511423,14273199,FALSE
864d7069-57dc-45f6-b408-875b35106dd3,Colin Hay,Colin Hay,Australia,Australia; Scotland,rock; australian; acoustic,acoustic; singer-songwriter; indie; folk; australian; scrubs; rock; seen live; alternative; Colin Hay; Soundtrack; guitar; Mellow; male vocalists; chillout; pop; indie rock; Garden State; chill; easy listening; australia; 80s; favorites; Scottish; indie pop; scotland; folk rock; relax; alternative rock; pop rock; adult contemporary; blues; Acoustic Rock; Ballad; accoustic; 1980s,510359,5468993,FALSE
6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Dua Lipa,Dua Lipa,United Kingdom,,synthpop; electropop; contemporary r&b,,510281,22356378,FALSE
fa92553b-3cd5-4876-a7db-1d9dfcdf9fa9,Miami Horror,Miami Horror,Australia,Australia,electronic; synthpop; pop; dance; house; australian; new wave; electro; disco; indietronica; melbourne; synth pop; remixer; nu-disco,electronic; synthpop; indie; australian; electro; seen live; electropop; nu disco; Disco; synth pop; electronica; dance; new rave; DIsco House; indietronica; alternative; indie pop; Indietronic; House; pop; australia; melbourne; electrofunk; new wave; male vocalists; synth; Italo Disco; Hipster House; retro electro; Aussie; funk; Retro; dream pop; dancepunk; space disco; indie disco; miami horror; nu-disco; Discopunk,510159,8907343,FALSE
eb45032c-80da-469c-be20-1d09f08ef37f,Natalie Cole,Natalie Cole,United States,United States,pop; soul; jazz and blues; mezzo-soprano; r&b,jazz; female vocalists; soul; vocal jazz; blues; jazz vocal; Smooth Jazz; natalie cole; vocal; jazzy; Love; female vocal; easy listening; lounge; pop; beautiful; Mellow; Female Voices; smooth; american; rnb; 80s; adult contemporary; 70s; female; swing; sexy; soft; female vocalist; quiet storm; funk; romantic; diva; chillout; Standards; female jazz vocalist; seen live; chill; rhythm and blues; Female jazz vocalists; jazz vocalists; Female Jazz Singers; female voice; sad; slow; 90s; r&b; jazz vocals; modern jazz; cool jazz; female vocals; 00s; female singers; vocalist; Soft jazz; jazz vocalist; lounge jazz; female vocal jazz,510071,3557250,FALSE
300c4c73-33ac-4255-9d57-4e32627f5e13,Ringo Starr,Ringo Starr,United Kingdom,United Kingdom,rock; pop; british; uk; pop rock; country pop; english; united kingdom; classic pop and rock; standards; christmas music,classic rock; rock; british; The Beatles; 70s; seen live; pop; ringo starr; singer-songwriter; beatles; 60s; pop rock; rock n roll; 80s; drums; Rock and Roll; drummer; liverpool; RINGO; country; soft rock; 90s; oldies; Pop-Rock; UK; blues; male vocalists; british invasion; Love; england; underrated; english; Criminally Underrated; beatle; Fab Four,510067,3429877,FALSE
f1bedf1f-4445-4651-9c35-f4a3f3860a13,Giuseppe Verdi,Giuseppe Verdi,Italy,Italy,classical; italian; production music; opera; composer; european,Classical; opera; italian; romantic; composers; composer; classic; baroque; verdi; Giuseppe Verdi; Italy; Italian Opera; instrumental; Romantic Classical; classique; classical music; Klassik; 19th century opera; choral; G Verdi,509916,5103837,FALSE
5b9d784c-33eb-4a78-a976-c97b672370fa,Hammock,Hammock,United States,United States,post-rock; ambient; american; usa,post-rock; ambient; instrumental; shoegaze; electronic; atmospheric; experimental; post rock; dream pop; american; indie; drone; chillout; ethereal; beautiful; electronica; space rock; USA; Atmospheric post-rock,509794,16790511,FALSE
df9a1914-7fad-4900-bdd4-d7811712a2a8,Air Supply,Air Supply,Australia,Australia; United Kingdom,rock; pop; australian; soft rock; adult contemporary; pop rock; contemporary pop/rock,80s; pop; soft rock; classic rock; rock; australian; Air Supply; 70s; male vocalists; romantic; love songs; Ballad; adult contemporary; oldies; Love; australia; pop rock; singer-songwriter; seen live; easy listening; british; alternative; cheese; male vocalist; english; Disco; country; indie; folk; 80's; romantico; soul; ambient; dance; favorites; guilty pleasure; Favorite; classic; female vocalists; funk; 90s; england; musical; melbourne; Pop-Rock; 80s Pop; boybands; air suply; uncool but I still love them,509759,4694151,FALSE
739da2f1-0741-4c60-a6ed-f42d49bf2eb1,Phosphorescent,Phosphorescent,United States,Georgia; United States,indie rock; folk rock; indie; alternative; alt-country,folk; singer-songwriter; seen live; indie; Lo-Fi; freak folk; indie folk; Alt-country; americana; american; indie rock; acoustic; New Weird America; alternative; new york; Brooklyn; athens; indie pop; duyster; USA; check out; slowcore; male vocalists; 2000s; country; quirky; 00s; Alternative Folk; yes; georgia; honey; a campfire and a tent and a flashlight and some matches and a tree and that river and my glasses and a spaceship and a really really big bear but the bear is really really far away; phosphorescent,509466,7691976,FALSE
7c1e7bfd-3566-4833-b1ba-76f074c8772a,Evans Blue,Evans Blue,Canada,Canada; United States,,alternative rock; rock; hard rock; alternative; alternative metal; post-grunge; Canadian; Evans Blue; seen live; Nu Metal; metal; modern rock; Awesome; male vocalists; american; 00s; Nu-metal; male vocalist; alt rock; Post Grunge,509432,8479395,FALSE
c4406045-e640-4cfe-8b88-4732cce314d4,Paul Weller,Paul Weller,United Kingdom,United Kingdom,rock; british; singer-songwriter; indie; britpop; england; rock and indie; wellerworld,rock; singer-songwriter; british; mod; britpop; seen live; indie; alternative; indie rock; classic rock; pop; paul weller; UK; male vocalists; The jam; modfather; alternative rock; 90s; the modfather; mod revival; brit rock; soul; new wave; england; acoustic; english; punk; 80s; pop rock; british trad rock; punk rock; Love; singer songwriter; 00s; Pop-Rock; Surrey; legend; brit pop; mods; stylish; weller; Blue-Eyed Soul; soft rock; songwriter; oasis; favourite artists; All; british rock; Woking; seen live by theo73,509201,8807966,FALSE
e04700ca-2e93-4139-9968-d7d0ce16bd5f,이브,Eve,South Korea,,,Hip-Hop; rap; hip hop; female vocalists; rnb,509136,3315824,TRUE
6f92929a-6381-48ac-b348-83b43b9cf646,Jazmine Sullivan,Jazmine Sullivan,United States,United States,soul; hip hop rnb and dance hall,rnb; soul; female vocalists; Neo-Soul; Neo Soul; jazmine sullivan; r&b; american; 00s; jazz; pop; female vocalist; urban; Hip-Hop; singer-songwriter; hip hop; r and b; contemporary r&b; R&B/Soul; Philadelphia; smooth; rhythm and blues; Pennsylvania; hip-hop soul; female; reggae; lounge; nu soul; underrated; sexy voice; hip hop soul,509056,4226016,FALSE
bc7782ce-10b0-4524-aa34-ea04c5ee45b2,EVE,Eve,,Japan; South Korea; United States,,Hip-Hop; rap; hip hop; female vocalists; rnb; eve; pop; american; Korean; female rapper; urban; dance; k-rock; 00s; trance; rock; hiphop; east coast rap; female; r&b; Pennsylvania; Ruff ryders; seen live; female vocalist; soul; USA; female rap; 90s; Gangsta Rap; krock; rhythm and blues; gangsta; visual kei; r'n'b; indie; japanese; sexy; techno; girls; female vocals; female vocal; Female Voices; Black; pop rap; korean rock; r n b; femc; nigger,508944,3313561,TRUE
88d1dd91-5473-42f6-bc1f-e7f776e41110,EVE,Eve,Japan,Japan; South Korea; United States,,Hip-Hop; rap; hip hop; female vocalists; rnb; eve; pop; american; Korean; female rapper; urban; dance; k-rock; 00s; trance; rock; hiphop; east coast rap; female; r&b; Pennsylvania; Ruff ryders; seen live; female vocalist; soul; USA; female rap; 90s; Gangsta Rap; krock; rhythm and blues; gangsta; visual kei; r'n'b; indie; japanese; sexy; techno; girls; female vocals; female vocal; Female Voices; Black; pop rap; korean rock; r n b; femc; nigger,508944,3313561,TRUE
1ac10f5e-2079-4435-b78f-dda6ecdeba15,Eve,Eve,United States,Japan; South Korea; United States,hip hop; hip hop rnb and dance hall,Hip-Hop; rap; hip hop; female vocalists; rnb; eve; pop; american; Korean; female rapper; urban; dance; k-rock; 00s; trance; rock; hiphop; east coast rap; female; r&b; Pennsylvania; Ruff ryders; seen live; female vocalist; soul; USA; female rap; 90s; Gangsta Rap; krock; rhythm and blues; gangsta; visual kei; r'n'b; indie; japanese; sexy; techno; girls; female vocals; female vocal; Female Voices; Black; pop rap; korean rock; r n b; femc; nigger,508944,3313561,TRUE
1e8c3829-3767-47e2-a690-42ad16987994,Eve,Eve,United States,Japan; South Korea; United States,hip hop rnb and dance hall,Hip-Hop; rap; hip hop; female vocalists; rnb; eve; pop; american; Korean; female rapper; urban; dance; k-rock; 00s; trance; rock; hiphop; east coast rap; female; r&b; Pennsylvania; Ruff ryders; seen live; female vocalist; soul; USA; female rap; 90s; Gangsta Rap; krock; rhythm and blues; gangsta; visual kei; r'n'b; indie; japanese; sexy; techno; girls; female vocals; female vocal; Female Voices; Black; pop rap; korean rock; r n b; femc; nigger,508944,3313561,TRUE
768ba7b1-eaa2-4d9b-ae61-66c44ced07bc,Eve,Eve,,Japan; South Korea; United States,,Hip-Hop; rap; hip hop; female vocalists; rnb; eve; pop; american; Korean; female rapper; urban; dance; k-rock; 00s; trance; rock; hiphop; east coast rap; female; r&b; Pennsylvania; Ruff ryders; seen live; female vocalist; soul; USA; female rap; 90s; Gangsta Rap; krock; rhythm and blues; gangsta; visual kei; r'n'b; indie; japanese; sexy; techno; girls; female vocals; female vocal; Female Voices; Black; pop rap; korean rock; r n b; femc; nigger,508944,3313561,TRUE
af1dc055-83d1-4922-8b86-665768a26bd3,Eve,Eve,,Japan; South Korea; United States,,Hip-Hop; rap; hip hop; female vocalists; rnb; eve; pop; american; Korean; female rapper; urban; dance; k-rock; 00s; trance; rock; hiphop; east coast rap; female; r&b; Pennsylvania; Ruff ryders; seen live; female vocalist; soul; USA; female rap; 90s; Gangsta Rap; krock; rhythm and blues; gangsta; visual kei; r'n'b; indie; japanese; sexy; techno; girls; female vocals; female vocal; Female Voices; Black; pop rap; korean rock; r n b; femc; nigger,508944,3313561,TRUE
f4464a44-3153-4c64-893c-a9d23fc93925,Jarkko Eve,Eve,Finland,Japan; South Korea; United States,musician,Hip-Hop; rap; hip hop; female vocalists; rnb; eve; pop; american; Korean; female rapper; urban; dance; k-rock; 00s; trance; rock; hiphop; east coast rap; female; r&b; Pennsylvania; Ruff ryders; seen live; female vocalist; soul; USA; female rap; 90s; Gangsta Rap; krock; rhythm and blues; gangsta; visual kei; r'n'b; indie; japanese; sexy; techno; girls; female vocals; female vocal; Female Voices; Black; pop rap; korean rock; r n b; femc; nigger,508944,3313561,TRUE
7c5e39c3-7645-4e37-968d-a4e45cd38c5d,Mýa,Mýa,United States,United States,soul,rnb; female vocalists; soul; pop; Hip-Hop; r&b; Mya; urban; hip hop; american; female vocalist; sexy; dance; 90s; singer-songwriter; USA; r and b; female singers; Neo-Soul; seen live; female; female vocals; 00s; english; slow jams; fuckable; Criminally Underrated; tamia; please merge with Mya; electronic; jazz; reggae; washington; indie pop; pop rock; motown; dance-pop; quiet storm; romantic; angry; Radio; diva; nu soul; Gangsta Rap; soft; underrated; 00's; 90's; DC; fav; best; lovely; love at first listen; james bond; Female Voices; angel; Brandy; 4 Stars; great voice; VAGINA; us; breasts; Monica; true love; washington dc; met; r'n'b; actress; sexy female vocals; boobs; music from my childhood; Brash; north america; Girls Girls Girls; dance with me; female-vocalists; contemporary rnb; contemporary r&b; model; dancer; T-Pain; real shit; district of columbia; nigger; Ashanti; sweet vocals; case; eletropop; boner inducing; vaginal; femele vocalists; Ariana Grande; inna; Moist; i would like to spend an afternoon rubbing her breasts with warm mineral oil; entergetic; listened but not scrobbled; Since; wearing a cross; nayer,508840,3478752,FALSE
63200203-e2c6-4081-8e0d-00c9732c6b6f,Stealers Wheel,Stealers Wheel,United Kingdom,Scotland; United Kingdom; United States,scottish; british; uk; folk rock; pop rock; classic pop and rock; british folk rock,classic rock; rock; 70s; folk; oldies; folk rock; british; pop; Scottish; soft rock; tarantino; Soundtrack; indie; scotland; alternative; 80s; folk-rock; indie rock; UK; male vocalists; soul; funk; paisley; stealers wheel; classic; country; 60s; singer-songwriter; psychedelic; groovy; country rock; jecks; reservoir dogs; 70s-80s rock; metal; jazz; instrumental; indie pop; power pop; pop rock; acoustic; new wave; britpop; post-punk; blues; american; funky; blues rock; Southern Rock; 1970s; Quentin Tarantino; All; 70's; am pop; contemporary rock; gerry rafferty; greatest 60s-70s bands,508528,2901313,FALSE
4c8ead39-b9df-4c56-a27c-51bc049cfd48,The Revolution,Prince & The Revolution,United States,,rock; pop; american; usa; funk; funk rock; américain; dance-pop; psychedelic pop; pop rock; neo-psychedelia; film soundtrack; rock and indie; psychedelic soul; synth funk,funk; pop; rock; 80s; soul,508295,4803420,FALSE
04c1de39-1ac5-46f9-a395-e0fb556c23d9,Proof,Proof,United States,United States,hip hop; production music,rap; Hip-Hop; d12; hip hop; detroit; RIP; Proof; Eminem; Dead; Gangsta Rap; hiphop; Midwest; Detroit Hip-Hop; Aftermath; Shady; shady records; midwest rap; seen live; underground rap; rest in peace; detroit rap; blues; underground hip-hop; Michigan; classic rock; hardcore; detroit hip hop; iron fist; midwest hip-hop; BIG PROOF; Dead Rapper; JA-RULE; alternative; american; underground hip hop; hardcore rap; juggalo; Horrorcore; east coast rap; deceased; sick flow; 313; ill flow; Rap Favourites; 4ever; metalcore; metal; pop; sexy; singer-songwriter; poetry; genius; Progressive; Dirty South; rnb; blues rock; male vocalists; lyrical; underground; check out; true school; sick; freestyle; gangsta; 1970; Real hip-hop; bluesrock; All; flow; d; grumpy; US Hiphop; racist; Fuck Off; bizzare; I hope you get shot; 8 Mile; hh; rapes my ears; killed; check-out; american hip-hop; doo doo; Twiztid; Ja Rule; hip-hop-rap; hip hop rap; underground emcee; grimey; d-12; mid west rap; american rap; f haters; michigan rap; Da Omen; iron fist records; mc breed; Menacide; Kuniva; promatic,508175,1798806,FALSE
9132d515-dc0e-4494-85ae-20f06eed14f9,112,112,United States,United States,pop; pop rap; rhythm and blues; hip hop rnb and dance hall; r&b; contemporary r&b; east coast hip hop,rnb; soul; Hip-Hop; 112; r and b; hip hop; r&b; male vocalists; rap; slow jams; love songs; pop; urban; 90s; rhythm and blues; atlanta; american; seen live; dance; Love; bad boy; sexy; boy band; chillout; rock; punk; reggae; USA; smooth; punk rock; r'n'b; Booty Music,507721,3182684,FALSE
b38225b8-8e5f-42aa-bcdc-7bae5b5bdab3,King Crimson,King Crimson,United Kingdom,United Kingdom,rock; progressive rock; jazz; british; new wave; uk; art rock; experimental rock; symphonic rock; jazz fusion; english; symphonic prog; pioneers; classic pop and rock; free improvisation; progressif,Progressive rock; experimental; classic rock; Progressive; rock; art rock; british; psychedelic; prog rock; 70s; prog; Psychedelic Rock; Avant-Garde; Experimental Rock; jazz fusion; King Crimson; Jazz Rock; jazz; seen live; Fusion; 60s; alternative; hard rock; UK; symphonic prog; new wave; Robert Fripp; 80s; Symphonic Rock; eclectic prog; Progressive metal,507367,25939934,FALSE
