mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist,
e34e41f2-f480-45d3-8190-a3ce5ab34fab,Wale,Wale,United States,,hip hop; rnb,Hip-Hop; rap; hip hop; DC; Go-Go,1412502,15340046,FALSE,0
65314b12-0e08-43fa-ba33-baaa7b874c15,Leonard Cohen,Leonard Cohen,Canada,Canada,rock; pop; folk; blues; canadian; singer-songwriter; canada; blues rock; contemporary folk; film soundtrack; classic pop and rock; singer and songwriter; chamber folk; sophisti-pop; singer/songwriter; art pop,singer-songwriter; folk; blues; Canadian; rock; seen live; classic rock; folk rock; leonard cohen; poetry; alternative; acoustic; male vocalists; 70s; 60s; melancholy; indie; poet; canada; folk-rock; Great Lyricists; pop; 80s; melancholic; Cohen; genius; Mellow; montreal; contemporary folk; 90s; jazz; Ballad; songwriter; soul; singer songwriter; oldies; blues rock; alternative rock,1408723,47136928,FALSE,0
8b477559-946e-4ef2-9fe1-446cff8fdd79,Natasha Bedingfield,Natasha Bedingfield,United Kingdom,United Kingdom,pop; british; uk; contemporary r b; soul; electropop; progressive trance; english; pop and chart; contemporary r&b,pop; female vocalists; british; singer-songwriter; female; Natasha Bedingfield; dance; alternative; rock; female vocalist; seen live; britpop; rnb; soul; UK; 00s; pop rock; english; indie; sexy; Love; female artists; beautiful; female vocals; female vocal; favorites; r&b,1405651,16616110,FALSE,0
ce58d854-7430-4231-aa44-97f0144b3372,Sarah McLachlan,Sarah McLachlan,Canada,Canada,rock; pop; british; canadian; adult contemporary; piano pop; folk pop; easy listening soundtracks and musicals; christmas music; singer/songwriter,female vocalists; singer-songwriter; pop; Canadian; alternative; folk; female; rock; Sarah McLachlan; seen live; female vocalist; piano; Mellow; 90s; chillout; acoustic; indie; canada; easy listening; beautiful; favorites; Love; alternative rock; sarah; soft rock; chill; Ballad; pop rock; sad; female vocals; ethereal; Soundtrack; electronic; Adult Alternative; female artists; Favorite; 00s; trance; ambient; adult contemporary; relaxing; 80s; Favorite Artists; beautiful voice; soul; vocal; soft; female vocal; Female Voices; angel; classic rock; songwriter; sweet; female singer-songwriter; folk rock; ballads,1403772,22410411,FALSE,0
c3da3346-2643-48a7-93cd-011f6834b3d7,Sean Paul,Sean Paul,Jamaica,Jamaica,pop; reggae; electropop; rnb; dance-pop; dancehall; reggaeton; hip hop rnb and dance hall; ragga; r&b; pop reggae; gg,dancehall; reggae; Hip-Hop; rnb; rap; hip hop; dance; Sean Paul; seen live; pop; jamaica; ragga; jamaican; Reggaeton; male vocalists; hiphop; rock; electronic; soul; 00s; alternative; r&b; dance hall; dancehall reggae; electronica; urban,1390177,17370441,FALSE,0
4d7304f6-7fe3-4959-9d98-01a5af84afe6,Trey Songz,Trey Songz,United States,,hip hop; electropop; pop rap; hip hop rnb and dance hall; r&b; contemporary r&b,rnb; soul; male vocalists; urban; trey songz,1385307,17107853,FALSE,0
e54be6b7-5c26-4b47-bb3f-c137429b9b55,Sara Bareilles,Sara Bareilles,United States,United States,pop; soft rock; classic pop and rock,female vocalists; pop; singer-songwriter; piano; acoustic; folk; american; sara bareilles; female vocalist; seen live; indie; soul; Mellow; female; pop rock; alternative; piano pop; indie pop; 00s; piano rock; USA; female artists; jazz; chillout; rock; favorites; Love; female singer-songwriter; easy listening; California; female vocals; beautiful; Favorite; Pop-Rock; sara,1381284,27242744,FALSE,0
10a9ff92-9637-4498-afea-7044b2ab0dc0,Busta Rhymes,Busta Rhymes,United States,United States,hip hop; hip hop rnb and dance hall,Hip-Hop; rap; hip hop; Gangsta Rap; East Coast; Busta Rhymes; new york; seen live; hiphop; east coast rap; american; 90s; Brooklyn; pop; gangsta; rnb; male vocalists; USA; east coast hip-hop; dance; busta; hardcore rap; soul,1355960,15445499,FALSE,0
c0a1179b-b14a-4d68-a3c1-1fdab16ed602,Common,Common,United States,United States,hip-hop; hip hop; alternative; conscious; hip hop rnb and dance hall,Hip-Hop; rap; hip hop; soul; alternative rap; seen live; chicago; common; hiphop; underground hip-hop; Conscious Rap; american; indie; alternative hip-hop; rnb; Jazz Hop; alternative; underground rap; conscious hip-hop; Conscious Hip Hop; 90s; smooth; Neo-Soul; Real hip-hop; conscious; jazz rap; jazz; chill; Neo Soul; native tongues; 00s; alternative hip hop; chi-town; chillout; good music; okayplayer; political; underground hip hop; political rap; Common Sense; funk; Illinois; Great Lyricists; Midwest,1330439,23723205,FALSE,0
4967c0a1-b9f3-465e-8440-4598fd9fc33c,Enya,Enya,Ireland,Ireland,pop; instrumental; irish; folk; celtic; new age; dance and electronica; enya; celtic new age,new age; celtic; female vocalists; ambient; irish; chillout; enya; folk; pop; ethereal; female vocalist; relax; relaxing; instrumental; female; world; ireland; easy listening; Soundtrack; singer-songwriter; atmospheric; electronic; Classical; alternative; Mellow; 80s; celtic new age; 90s; beautiful; Dreamy; chill; piano; vocal; World Music; fantasy; rock,1314635,50628706,FALSE,0
db76c5ca-d555-4f09-b1db-baa1b713d875,Mary J. Blige,Mary J. Blige,United States,United States,hip hop; neo-soul; soul; dance-pop; adult contemporary; new jack swing; hip hop rnb and dance hall; uk bass; r&b; contemporary r&b,rnb; soul; female vocalists; Hip-Hop; urban; r&b; hip hop; mary j blige; pop; american; 90s; r and b; rhythm and blues; rap; female vocalist; hip hop soul; mary j. blige; seen live; diva; female; Neo-Soul; 00s; new york; singer-songwriter; r'n'b; dance; funk; hip-hop soul; hiphop; contemporary rnb; jazz; Neo Soul; smooth; slow jams; Black; USA; MJB; sexy; Love; Queen; legend; divas; mary j; RNB SOUL; rock; funky; black music,1309603,15708429,FALSE,0
951d2103-9c7d-4849-ae60-88bf6aa4790b,KT Tunstall,KT Tunstall,United Kingdom,Scotland; United Kingdom,scottish; folk; british; uk; pop and chart,female vocalists; singer-songwriter; pop; indie; alternative; rock; folk; seen live; Scottish; british; female; acoustic; female vocalist; KT Tunstall; indie pop; indie rock; pop rock; alternative rock; folk rock; scotland; guitar; UK; britpop; 00s; blues; Mellow; female vocals; Acoustic Rock; female artists; singer songwriter; favorites; soul; country; Pop-Rock; female singer-songwriter; KT; Love; easy listening; soft rock; jazz,1304287,23596968,FALSE,0
42a8f507-8412-4611-854f-926571049fa0,George Harrison,George Harrison,United Kingdom,United Kingdom,rock; electronic; pop; folk; experimental; british; uk; psychedelic rock; pop rock; english; folk pop; united kingdom; classic pop and rock; my sweet lord; death by lung cancer; singer/songwriter; pop/rock,classic rock; rock; singer-songwriter; british; pop; 70s; The Beatles; george harrison; beatles; psychedelic; guitar; 60s; folk; 80s; pop rock; Psychedelic Rock; soft rock; oldies; liverpool; male vocalists; UK; folk rock; thrashcore; experimental; spiritual; blues; legend; alternative; british invasion; 90s; Love; genius; sitar; english; beatle; Progressive rock; england; 70's; britpop; Pop-Rock; indie,1294397,20542553,FALSE,0
faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,Demi Lovato,Demi Lovato,United States,United States,synthpop; pop; electropop; dance-pop; pop rock; teen pop,pop; pop rock; female vocalists; Disney; guilty pleasure; Demi Lovato; rock; dance; american; rnb; seen live; demi; camp rock; singer-songwriter; female vocalist; teen pop; electronic; amazing; amazing voice; too good for disney; Hip-Hop; sexy; beautiful; r&b; female; great voice; USA; alternative; Awesome; diva; 00s; talented; Love; <3; Selena Gomez; alternative rock; acoustic; world; 3; sunflower; Miley Cyrus; my dance room; power pop; Here We Go Again; chillout; electropop; chill; cute; World Music; love at first listen; rockstar; jonas brothers; Skitz0rz; uitluisteren artist; holloween skitz0rz; english; fav888; Soundtrack; pop punk; hot; disney channel; don't forget; morsa; gilette; tapete da Selena; soul; Ballad; Favorite; poprock; lovato; dance-pop; Pop-Rock; actress,1290751,60002694,FALSE,0
c0b2500e-0cef-4130-869d-732b23ed9df5,Tori Amos,Tori Amos,United States,,rock; electronic; alternative rock; jazz; american; experimental; piano; electronica; baroque pop; piano pop rock; rock and indie; united states,female vocalists; singer-songwriter; alternative; piano; rock,1285209,57611629,FALSE,0
6be2828f-6c0d-4059-99d4-fa18acf1a296,Janet Jackson,Janet Jackson,United States,United States,pop; dance; soul; pop and chart; the queen; janet-jackson; janet jackson escapade,pop; rnb; female vocalists; dance; soul; 80s; janet jackson; 90s; r&b; american; female; Hip-Hop; sexy; seen live; 00s; janet; funk; female vocalist; legend; diva; rock; r and b; new jack swing; singer-songwriter; hip hop; urban; Disco; dance-pop; rhythm and blues; new wave; minneapolis sound; USA; hot; Love; Indiana; electronic; icon; catchy; r'n'b; rap; dance pop; Jackson; Shakira; alternative,1283129,22372696,FALSE,0
1239d1bc-cc09-43e0-bcd0-374f60346138,Kelis,Kelis,United States,United States,pop; vocalist; neo-soul; soul; electropop; pop rap; electro house; rock and indie; r&b; contemporary r&b,rnb; Hip-Hop; female vocalists; pop; soul; seen live; hip hop; dance; rap; electronic; american; r&b; Kelis; female; urban; House; sexy; 00s; electronica; female vocalist; alternative; funk; 90s; rock; Neo-Soul; electropop; new york; hiphop; r and b; chillout; singer-songwriter; USA; Neo Soul; funky; rhythm and blues; r'n'b; indie; neptunes; electro; black music; experimental; Black; contemporary rnb; chill; indie pop; party,1279412,14286989,FALSE,0
36494952-f434-45d8-a958-8b4acdbcf8a8,Gucci Mane,Gucci Mane,United States,Georgia; United States,rap; hip hop; rapper; trap,Hip-Hop; rap; Dirty South; southern rap; gucci mane; trap; Crunk; hip hop; atlanta; trap rap; trap music; Gangsta Rap; Burr; american; Southern Hip Hop; gucci; southern hip-hop; brick squad; pop rap; georgia; 1017 Brick Squad; male vocalists; seen live; ATL; bricksquad; 1017; trap god; Alabama; All; swag; Crunk Shit; waka flocka flame; 1017 bricksquad; real trap shit; USA; underground hip-hop; Avant-Garde; Dope; guilty pleasure; 00s; underground hip hop; south; flow; Atlantic; 2 Pac; asylum; Dirty South rap; real recognize real and this nigga the realest; anal-driven fecalomatateus; Trap Muzik; SO ICEY; trap house; Trap Star; zone 6; mack10; best rapper of all time; squad; east atlanta; icey boyz; So Icey Ent; GuWop; bitch i might be,1271505,18277854,FALSE,0
67930b3e-e00b-469f-8c74-fd69f20522ec,Sade,Sade,United Kingdom,Nigeria; United Kingdom,downtempo; pop; jazz; british; uk; soul; jazz pop; smooth jazz; english; trip hop; classic pop and rock; female singer; am; smooth soul; sophisti-pop; contemporary r&b,soul; female vocalists; jazz; chillout; pop; Sade; 80s; rnb; Smooth Jazz; british; smooth; female vocalist; easy listening; female; lounge; singer-songwriter; funk; sexy; chill; downtempo; 90s; r&b; Mellow; quiet storm; vocal jazz; Love; relax; rock; blues; beautiful; Sophisti-Pop; adult contemporary; alternative; nigerian; seen live; sensual; rhythm and blues; Neo-Soul; ambient; UK; nigeria; relaxing; soft rock; jazzy; Neo Soul; indie; vocal; favorites,1253774,27565450,FALSE,0
80ccfede-c258-4575-a7ad-c982e9932e0f,Sheryl Crow,Sheryl Crow,United States,United States,rock; pop; folk; american; country; blues rock; pop rock; classic pop and rock; contemporary country; mezzo-soprano; pop soul; singer/songwriter,female vocalists; rock; pop; singer-songwriter; alternative; country; seen live; 90s; Sheryl Crow; american; female; pop rock; folk; female vocalist; alternative rock; folk rock; acoustic; USA; classic rock; country rock; blues rock; blues; Pop-Rock; indie; guitar; favorites; soft rock; 00s; female vocals; female artists; Missouri; Soundtrack; Alt-country; Female Voices; Adult Alternative; soul; dance; easy listening; Mellow; female vocal,1252578,15230162,FALSE,0
149f91ef-1287-46da-9a8e-87fee02f1471,Pharrell Williams,Pharrell Williams,United States,Norway; United States,pop; hip hop; soul; pop rap; pop soul; contemporary r&b,Hip-Hop; rnb; rap; hip hop; seen live; pop; funk; american; neptunes; soul; r&b; male vocalists; dance; USA; electronic; singer-songwriter; happy; producer; pharrell williams; the neptunes; star trak; rhythm and blues; overrated; pop rap; virginia; virginia beach; United States; N.E.R.D; Pharrell; pharell; Disco; Female fronted metal; chillout; electronica; trip-hop; electropop; rock; alternative; alternative rock; female vocalists; urban; hair metal; House; 90s; funky; top; gay; composer; Reggaeton; male vocalist; female vocalist; queercore; dance pop; 00s; shit; rapcore; 5 Stars; Neo Soul; Neo-Soul; Funk Rock; 1992; fuck yeah; 2010s; goregrind; homocore; Officially Shit; Brutal Death Metal; nsbm; 2014; ministry of sound; Gay Metal; NERD; Hip Hop/Rap; r'n'b; All; a campire and a tent and a flashlight and some matches and a tree and that river and my glasses and a spaceship and a really really big bear but the bear is really really far away; drops wet cement on unsuspecting crippled children; a place for people with that tiny black spot on their brain to go when the darkness leaks out and does what it wills; Erotic; BE; all things annoying in the world put together into one stupid bitch; approximately 1000 times less pleasant than EXTREME ANAL CAVING; nu disco; My Favorites; true metal; True Norwegian Black Metal; true black metal; brutal deathcore; Rapper; seen live x2; gaycore; nazi; male artists; the worst thing ever to happen to music; natural; crimes against humanity; hiv positive; douchebag; shit only a fag would listen to; shit only a retard would listen to,1248003,16682057,FALSE,0
f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,Sean Kingston,Sean Kingston,Jamaica,China; Jamaica; United States,pop; rnb; pop and chart,rnb; Hip-Hop; reggae; pop; hip hop; Sean Kingston; rap; r&b; dance; male vocalists; american; seen live; dancehall; jamaica; urban; Reggaeton; rhythm and blues; fun; jamaican; club; hiphop; beautiful girls; Chinese Communism; soul; sexy; Crunk; kingston; homo erotic,1234702,9000154,FALSE,0
75be165a-ad83-4d12-bd28-f589a15c479f,Major Lazer,Major Lazer,Jamaica,Jamaica; United Kingdom; United States,electronic; downtempo; electro; dub; electropop; pop rap; dancehall; art pop; pop reggae; moombahton; moombahcore; trap,seen live; dancehall; electronic; reggae; dub; electro; dance; ragga; trap; moombahton; dubstep; electronica; Hip-Hop; funk; jamaican; diplo; american; experimental; electro house; major lazer; House; pop; dance hall; hip hop; british; 00s; ghetto; reggae fusion; indie; alternative; bass; Electro Dancehall; USA; jungle; breakbeat; fidget house; baile funk; All; lazers; electro reggae; bixa lacradora,1233780,32468284,FALSE,0
a0b8cb9e-7532-45fe-a74c-30e7c4009a39,Missy Elliott,Missy Elliott,United States,United States,hip hop; southern hip hop; pop rap; hip house; hip hop rnb and dance hall; contemporary r&b,Hip-Hop; rap; hip hop; rnb; female vocalists; pop; dance; Missy Elliott; american; hiphop; female; seen live; urban; 90s; electronic; r&b; 00s; soul; r and b; female vocalist; rock; Missy Elliot; USA; Missy; Timbaland; alternative rap; rhythm and blues; virginia; indie; alternative; sexy; experimental; electronica; singer-songwriter; favorites; punk; party; fun,1218650,13300552,FALSE,0
c3c82bdc-d9e7-4836-9746-c24ead47ca19,Mark Ronson,Mark Ronson,United Kingdom,United Kingdom; United States,rock; pop; alternative rock; dance; hip-hop; hip hop; funk; soul; electropop; jazz pop; english; united kingdom; pop and chart; pop soul; synth funk,funk; british; pop; Hip-Hop; dj; seen live; soul; turntablism; hip hop; producer; electronic; alternative; 00s; jazz; mashup; dance; Mark Ronson; UK; britpop; cover; rap; rock; london; covers; indie; england; electronica; funky; breakbeat; groove; cool; english; chillout; electro; pop rock; Disco; experimental; urban; ska; rnb; trip-hop; electropop; new york; singer-songwriter; House; american; hiphop; rhythm and blues; alternative hip-hop; european; Lollapalooza 2008; coachella 2008,1199475,18142041,FALSE,0
b76c616a-ec0d-4f0c-b986-f249c4a04d77,Keri Hilson,Keri Hilson,United States,Georgia; United States,pop; electro; electropop; pop rap; r&b; contemporary r&b,rnb; pop; female vocalists; Hip-Hop; Timbaland; keri hilson; r&b; dance; hip hop; american; singer-songwriter; soul; electronic; sexy; urban; female vocalist; rap; 00s; female; r'n'b; diva; USA; Love; atlanta; Dirty South; r and b; amazing; rhythm and blues; georgia; electropop; energy; songwriter; dance pop; amazing voices; R&B/Soul; Chris Brown; seen live; reggae; dance-pop; club; english; talented; Favorite artist; get it girl; hip pop and dance,1189883,10966920,FALSE,0
60530915-9371-4b16-bc31-5c4456317ae0,Natalie Imbruglia,Natalie Imbruglia,Australia,Australia,downtempo; pop; australian; electropop; pop rock; neighbours; pop and chart,pop; female vocalists; australian; singer-songwriter; rock; alternative; pop rock; female; 90s; indie; Natalie Imbruglia; female vocalist; australia; seen live; Pop-Rock; soft rock; 00s; Love; indie rock; alternative rock; Aussie; favorites; Female Voices; chillout; english; Mellow; sexy; female artists; folk; britpop; female vocal,1189874,13706707,FALSE,0
bc85c6f6-6b06-44c1-8754-ef32c1e6b824,Corinne Bailey Rae,Corinne Bailey Rae,United Kingdom,United Kingdom,soul; hip hop rnb and dance hall,soul; female vocalists; jazz; singer-songwriter; pop; british; chillout; rnb; corinne bailey rae; Neo-Soul; female vocalist; female; Mellow; acoustic; blues; seen live; chill; r&b; indie; UK; 00s; smooth; rhythm and blues; vocal jazz; easy listening; Neo Soul; england; lounge; chill out; alternative; Love; relax; jazz vocal; nu soul; soft,1181139,15530847,FALSE,0
21e3292e-dac8-4609-b57d-402f926aa41f,Daughtry,Daughtry,United States,United States,rock; alternative rock; hard rock; pop and chart,rock; alternative rock; alternative; hard rock; American Idol; post-grunge; daughtry; american; male vocalists; pop rock; pop; seen live; modern rock; 00s; Chris Daughtry; Post Grunge; soft rock; USA; favorites; shit; Awesome; yarling,1172901,25727067,FALSE,0
081a2d60-9791-4e05-a075-f1890355eeee,DJ Khaled,DJ Khaled,United States,United States,hip hop; southern hip hop; gangsta rap; pop rap; hip hop rnb and dance hall; contemporary r&b; conscious hip hop; trap rap,Hip-Hop; rap; hip hop; miami; djs; dj khaled; Dirty South; dj; southern rap; american; florida; terror squad; pop; Gangsta Rap; rnb; dade county; Producers; hiphop; producer; we the best; seen live; hip-hop remixes; electronic; New Orleans; pop rap; listen; Khaled; USA; club; Reggaeton; east coast rap; louisiana; southern; All; young money; fat joe; real shit; hot beats; Southern Hip Hop; Pitbull; we global; another one; introduce you to the ghetto; east coast Rap Hip-Hop; Dj Kahaled; we taken over,1160535,12461697,FALSE,0
3e8bd859-7d82-49e0-b267-84fc46e2bf68,David Gray,David Gray,United Kingdom,United Kingdom,rock; british; folk rock; alternative; pop and chart,singer-songwriter; acoustic; indie; alternative; rock; british; seen live; pop; folk; David Gray; alternative rock; male vocalists; indie rock; britpop; Mellow; chill; chillout; folk rock; Acoustic Rock; 90s; favorites; piano; UK; Love; easy listening; english; indie pop; male vocalist; 00s; Favorite; classic rock; soft rock; beautiful; england; Adult Alternative; relaxing; relax; electronic; singer songwriter; punk; pop rock; Manchester; jazz; songwriter; Favourites; female vocalists,1147106,17835977,FALSE,0
31bea673-d23a-4889-8da1-7cb040863268,Kelly Rowland,Kelly Rowland,United States,United States,pop; american; soul; electropop; rnb; dance-pop; pop rap; electro house; pop and chart; pop soul; contemporary r&b,rnb; pop; female vocalists; soul; Hip-Hop; Kelly Rowland; dance; r&b; american; female vocalist; 00s; hip hop; r'n'b; urban; seen live; sexy; Destiny's Child; female; electronic; House; Kelly; USA; r and b; black music; destinys child; rock; beyonce; rap; singer-songwriter; Love; diva; dance-pop; club; electronica; underrated; rhythm and blues; Black,1144591,11423591,FALSE,0
b5c4ffa2-82e1-4b72-b7f3-c60afb74b860,Ray LaMontagne,Ray LaMontagne,United States,United States,folk; american; usa; américain; rock and indie,folk; singer-songwriter; acoustic; indie; Acoustic Rock; seen live; american; male vocalists; chill; Mellow; soul; folk-rock; ray lamontagne; folk rock; rock; alternative; indie rock; americana; blues; indie folk; favorites; Love; Alt-country; USA; maine; male vocalist; 00s; Favorite; guitar; melancholy; amazing voice; new hampshire,1143724,20252528,FALSE,0
d574c9bd-46f6-440a-8d6a-8412a283eeb1,will.i.am,will.i.am,United States,,pop and chart,Hip-Hop; rap; rnb; funk; hip hop,1139803,13161934,FALSE,0
ddfd9b2f-186e-4b2c-ad09-01aa5380c225,Robin Thicke,Robin Thicke,United States,United States,hip hop; soul; hip hop rnb and dance hall; r&b,soul; rnb; pop; singer-songwriter; Blue-Eyed Soul; male vocalists; Robin Thicke; r&b; Neo-Soul; smooth; sexy; american; alternative urban; chillout; Love; easy listening; male vocalist; 00s; seen live; r and b; rhythm and blues; Neo Soul; funk; Hip-Hop; male; dance; favorites; Mellow; r'n'b; hip hop; urban; falsetto; slow jams; blue eyed soul; pharrell williams; chill; USA; relaxing; Favorite; r n b; sexy motherfuckers; albums I own; piano; male vocal; Favorite Artists; soft; soul jazz; cool; hot; All; neptunes; Lost without You; Robin Thicke - Lost without U,1133258,14054066,FALSE,0
3f2a12e9-6398-42fd-b257-2f6abd4aa5fc,Gavin DeGraw,Gavin DeGraw,United States,United States,rock; pop; pop rock; singer/songwriter,singer-songwriter; rock; pop; alternative; Acoustic Rock; seen live; acoustic; pop rock; indie; male vocalists; Gavin DeGraw; alternative rock; One Tree Hill; american; piano; piano rock; soul; indie rock; 00s; favorites; Mellow; easy listening; male; chill; emo; dance; Love; Pop-Rock; chillout; indie pop; guitar; male vocalist; classic rock; 80s; punk; folk; soft rock; Favorite Artists; gavin; USA; Blue-Eyed Soul; funk; Hip-Hop; electronic; jazz; rap; female vocalists; blues; 90s; punk rock; oth; reggae; hard rock; new wave; Adult Alternative; amazing; groovy; Guilty Pleasures,1116874,16045223,FALSE,0
477b8c0c-c5fc-4ad2-b5b2-191f0bf2a9df,Armin van Buuren,Armin van Buuren,Netherlands,Netherlands,trance; dance; seen live; dutch; progressive trance; dance and electronica; best of; uplifting trance; vocal trance; dutch trance,trance; electronic; progressive trance; vocal trance; dance; Armin van Buuren; techno; House; electronica; seen live; dutch; armin; uplifting trance; melodic trance; dj; a state of trance; Progressive; club; netherlands; asot; Progressive House; electro,1111815,35527983,FALSE,0
bfcc6d75-a6a5-4bc6-8282-47aec8531818,Cher,Cher,United States,United States,rock; pop; folk; dance; american; disco; rnb; baroque pop; dance-pop; pop rock; folk pop; aor; classic pop and rock,pop; female vocalists; 80s; dance; rock; cher; diva; 90s; 70s; american; female; classic rock; 60s; Disco; female vocalist; legend; seen live; pop rock; electronic; 00s; gay; Ballad; soft rock; USA; oldies; soul; folk; Gay Icon; singer-songwriter; love songs; Pop-Rock; sweet; ballads; love song; goddess of pop; alternative; favorites; divas; electronica; House; singer; 80's; icon; adult contemporary; goddess; California; dance pop; women; godness of pop,1109712,15975025,FALSE,0
5b64e344-b2fb-47bd-bd7b-4c793b17d472,Mike Posner,Mike Posner,United States,United Kingdom; United States,pop; electropop; dance-pop; folk pop; cover,rnb; Hip-Hop; pop; electro hop; rap; seen live; hip hop; r&b; electronic; male vocalists; Mike posner; electropop; electro; american; alternative rap; synthpop; alternative; hip pop; electronica; dance; singer-songwriter; Electro Pop; detroit; electrohop; Electro-Hop; indie; USA; urban; synth; live; dance pop; r'n'b; All; mike; iTunes U; british; sexy; Love; cute; epic; acoustic; dance-pop; synth pop; techno; mixtape; Awesome; abstract; cover; male vocal; remix; introspective; unique; relaxing; underrated; hot; optimistic; shit; english; alternative hip-hop; Indietronic; 2010; Lea; fresh; lol; Masterpiece; 2000s; pop rap; 10s; beyonce; electro-pop; music; awesomeness; solo artist; UK hip-hop; babe; 31; United Kingdom; Michigan; United States; Hip Hop/Rap; d; nu-disco; alternative hip hop; douche; confessional; douchebag; smooth voice; hook; talented; I love; pretty cool; New Rap; pop-rap; love this shit; m; please dont go; Addicted; positive music; mi; artists i've seen live,1087914,11950886,FALSE,0
f053ae01-dae6-4aae-9883-e8c279fdbef4,Seal,Seal,United States,United Kingdom,downtempo; pop; british; uk; soul; rnb; baroque pop; r b; dance-pop; adult contemporary; pop rock; english; pop and chart; pop soul; multiple ipi; r&b,soul; pop; singer-songwriter; 90s; rock; british; male vocalists; Seal; rnb; alternative; adult contemporary; soft rock; seen live; chillout; electronic; r&b; 80s; UK; jazz; dance; male vocalist; pop rock; House; Neo-Soul; male; english; 00s; classic rock; easy listening; smooth; acoustic; funk; rhythm and blues; urban; romantic; england,1085165,13377502,FALSE,0
5ca3f318-d028-4151-ac73-78e2b2d6cdcc,Tom Petty,Tom Petty,United States,,rock; southern rock; pop rock; heartland rock; classic pop and rock; singer/songwriter,classic rock; rock; singer-songwriter; 80s; folk,1068918,14242894,FALSE,0
09887aa7-226e-4ecc-9a0c-02d2ae5777e1,Carly Rae Jepsen,Carly Rae Jepsen,Canada,Canada; United Kingdom,synthpop; pop; electropop; dance-pop; teen pop; chillwave,pop; Canadian; female vocalists; folk; acoustic; dance; Carly Rae Jepsen; synthpop; canada; electropop; seen live; singer-songwriter; pop rock; dance-pop; female vocalist; electronic; teen pop; Canadian Idol; female; dance pop; 10s; guilty pleasure; chillout; catchy; crust punk; chill; soul; world; 3; World Music; female vocal; sunflower; one hit wonder; canadian pop; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; 00s; love at first listen; British Columbia; All; curiosity; Mission; call me maybe; Bridgit Mendler,1068915,31883568,FALSE,0
dcf5807c-ef1f-4291-b452-6824080ecac4,Birdman,Birdman,United States,United States,rap; hip hop,Hip-Hop; rap; Dirty South; cash money; hip hop; southern rap; Birdman; cash money records; New Orleans; Lil Wayne; cash money millionaires; seen live; hiphop; louisiana; yung dynasty; Gangsta Rap; down south; gucci mane; american; baby; Tag; Eminem; Louisiana Rap; young money; big tymers; respek; pop; urban; male vocalists; the game; hardcore rap; gangsta; West Coast Rap; rick ross; All; H5N1; hip-hop and rap; r n b; Drake; Southern Hip Hop; hit maker; tyga; southsound; Rich Gang,1066360,5399060,FALSE,0
9f4551c6-1324-4ac5-b3fe-a5c5cfacd54d,Mos Def,Mos Def,United States,United States,hip-hop; hip hop; rapper; hip hop rnb and dance hall; conscious hip hop; east coast hip hop,Hip-Hop; rap; hip hop; underground hip-hop; alternative rap; seen live; new york; mos def; hiphop; Brooklyn; east coast rap; East Coast; indie; alternative; american; underground; alternative hip-hop; soul; underground rap; underground hip hop; Conscious Rap; political rap; conscious hip-hop; Conscious Hip Hop; rock; Real hip-hop; political; black star; 90s; native tongues; rawkus; east coast hip hop; USA; conscious; alternative hip hop; electronic; urban,1063904,22434108,FALSE,0
04af2581-6692-4f14-a7fe-151a36f20368,Cascada,Cascada,Germany,Germany,dance; electropop; eurodance; female vocals; dance-pop; dance pop; pop and chart; euro house; euro dance; euro trance; eurotrance; dance trance; cascada; reason; euro-trance; vocal dance; female vocal dance; dutch house,dance; trance; techno; pop; female vocalists; electronic; german; eurodance; vocal trance; electronica; Cascada; House; club; female vocalist; hands up; 00s; germany; Europop; female; seen live; eurotrance; to nie jest kurwa techno; party; Dance-Trance; Disco; Eurovision; electro; dance pop,1063436,20394171,FALSE,0
321531fc-db73-4ffa-a959-61a61a2908c1,Erykah Badu,Erykah Badu,United States,United States,jazz; hip hop; funk; neo-soul; soul; acid jazz; soul and reggae; contemporary r&b,soul; Neo-Soul; female vocalists; rnb; jazz; seen live; funk; Hip-Hop; Neo Soul; Erykah Badu; hip hop; female vocalist; rhythm and blues; r&b; chillout; singer-songwriter; american; female; nu soul; smooth; 90s; chill; alternative; sexy; funky; 00s; pop; downtempo; neosoul; acid jazz; r and b; jazzy; texas; indie; USA,1049675,24178101,FALSE,0
